osm_type,name,surveillance_type,opening_hours,latitude,longitude
node,Domjoe Store,,Mo-Su 06:30-22:00,14.6233829,121.011026
node,Ablenjorus Rice Store,,,14.6642185,121.0151386
node,Jeny's Store,,,14.662855,121.0315708
node,Soler Police Precint MPD PS11,,,14.6058735,120.9709705
node,Raxabago Police Station No. 1,,,14.6210654,120.9679762
node,D'ECK TRANS Volunteer Fire & Rescue Brigade,,,14.6009891,120.9624239
node,Tutuban Mall,,09:00-20:00,14.6070366,120.9730979
node,Savemore,,,14.6723382,121.0197933
node,Mightee Mart,,24/7,14.6168774,120.9821744
node,7-Eleven,,24/7,14.7219487,121.0388792
node,Barangay 156 Multi-purpose Hall,,,14.664832,121.000601
node,7-Eleven,,24/7,14.6366399,121.0528131
node,Unnamed Convenience Store,,08:00-20:00,14.6089503,120.9965988
node,Gagalangin Police Community Precinct,,,14.6288627,120.9736226
node,Super 8,,,14.6283727,120.9736065
node,San Roque Supermarket,,,14.6274203,120.9736896
node,Puregold,,,14.6230608,120.9826487
node,Robinsons Easymart,,,14.6629213,121.0432438
node,All Day Convenience Store,,,14.7119295,121.0544239
node,SM Savemore,,,14.5775104,120.991968
node,7-Eleven,,24/7,14.6324333,121.0739511
node,7-Eleven,,24/7,14.6019568,121.0049631
node,Ancel's Store,,,14.6681911,121.020146
node,Flordeliza Store,,Mo-Su 09:00-23:45,14.6812868,121.0711821
node,7-Eleven,,24/7,14.575211,120.9864622
node,Isetann Supermarket,,,14.6045759,121.0171994
node,7-Eleven,,24/7,14.5644637,120.9902712
node,Lawson,,,14.562958,120.9948068
node,Kamuning Police Post,,,14.6285733,121.0387398
node,ExpressLane MiniMart,,,14.6317166,121.0413572
node,Paco Volunteer Fire Brigade,,,14.5795193,120.997634
node,7-Eleven,,24/7,14.6131476,121.0338655
node,Robinsons Supermarket,,,14.6150416,121.0381736
node,Lucky Swerte 88,,,14.6275958,121.0480942
node,Pog's Sari-sari Store,,Mo-Fr 09:00-17:00,14.6402638,121.0589551
node,Säntis Delicatessen,,Mo-Sa 09:00-20:00,14.6343925,121.0367613
node,7-Eleven,,24/7,14.6125969,120.9891589
node,7-Eleven,,24/7,14.6013826,121.0042388
node,Uncle John's,,06:00-00:00,14.6229845,121.045064
node,Savemore Market,,,14.5696345,120.9890066
node,All About Baking,,,14.6186291,121.0029243
node,7-Eleven,,24/7,14.6335234,121.0407248
node,Unnamed Convenience Store,,08:00-20:00,14.6960389,121.0863033
node,7-Eleven,,24/7,14.5631775,120.9945998
node,7-Eleven,,24/7,14.6151825,120.9898434
node,,camera,,14.6575777,121.0198004
node,Unnamed Convenience Store,,08:00-20:00,14.6008671,121.0594987
node,Ever Supermarket,,,14.7062161,121.0729849
node,Unnamed Convenience Store,,08:00-20:00,14.6479838,121.0625192
node,Unlad Convenience Store,,08:00-19:00,14.6592609,121.0702336
node,Uncle John's,,06:00-00:00,14.6310809,121.0346638
node,Penguin Mart ペンギンマート,,,14.5698911,120.984956
node,7-Eleven,,24/7,14.6224591,121.0582292
node,Topcom,,,14.6208218,121.0590081
node,Nonoy Store,,,14.6210521,121.0583077
node,SM Cherry,,Mo-Su 09:00-21:00,14.6714892,121.0385267
node,Puregold,,,14.5976275,121.0179103
node,7-Eleven,,24/7,14.5690237,121.0010844
node,Norma Store,,,14.6015962,121.0103606
node,Puregold,,,14.5994448,120.9811079
node,Lawson,,24/7,14.6082831,120.9877683
node,Aloha SariSari Store,,,14.7315674,121.0315174
node,Unnamed Convenience Store,,08:00-20:00,14.7314362,121.0313235
node,Unnamed Convenience Store,,08:00-20:00,14.7317014,121.0318863
node,Unnamed Convenience Store,,08:00-20:00,14.7308032,121.0319022
node,Unnamed Convenience Store,,08:00-20:00,14.7304983,121.0323078
node,Leyte Store,,,14.672349,121.0818363
node,Bulan Store,,,14.6722332,121.0818951
node,PDEA Special Enforcement Service,,,14.639742,121.0421241
node,Unnamed Convenience Store,,08:00-20:00,14.6415184,121.0743838
node,MMJ Store,,,14.6633904,121.0178701
node,Juliean Store,,,14.6631431,121.0171957
node,Emie Store,,,14.601435,121.00912
node,D & E Store,,,14.5998502,121.0108765
node,Nita's Store,,,14.6633736,121.0177765
node,B. Burgos Store,,,14.6635538,121.0173164
node,Cora's Store,,,14.5998833,121.0108434
node,7-Eleven,,24/7,14.6071111,120.9929862
node,7-Eleven,,24/7,14.5801527,120.9806082
node,Ever Supermarket,,,14.6297164,120.9952078
node,Bahay Toro Police Community Precinct,,,14.6646084,121.0211809
node,Angel of JL,,,14.7223209,121.0378802
node,BoxPH,,Mo-Fr 10:00-19:00,14.6055366,121.0006112
node,SM Supermarket,,,14.6045649,121.0183631
node,Ate Baby’s,,,14.599409,121.0203716
node,Tata Store,,,14.6878477,121.0855212
node,Chiller's Store,,,14.68757,121.0853962
node,Hignland Store,,,14.687213,121.0855086
node,Jin Joy Store,,,14.6872454,121.0853677
node,G's Store,,,14.6872158,121.0853636
node,Lucky Zeus Store,,,14.6881279,121.085519
node,Uncle John's,,06:00-00:00,14.6425961,121.0393073
node,Barangay 102 Hall,,24/7,14.6234849,120.9621575
node,7-Eleven,,24/7,14.5714075,120.994808
node,Ever Supermarket,,,14.7014712,121.0356133
node,Uncle John's,,24/7,14.5952828,121.0230906
node,7-Eleven,,24/7,14.6375511,121.0278717
node,7-Eleven,,24/7,14.6667595,121.007207
node,Unnamed Convenience Store,,08:00-20:00,14.6871598,121.1108967
node,Unnamed Convenience Store,,08:00-20:00,14.6867645,121.1109901
node,Barangay 118 Zone 9 People's Hall,,24/7,14.6121869,120.9612709
node,Judy Ann Store,,,14.5822993,121.0175385
node,7-Eleven,,24/7,14.5810183,121.0071198
node,7-Eleven,,24/7,14.5976275,120.9792955
node,Daiso,,,14.6514593,121.0751026
node,Lawson,,,14.6090777,121.0468114
node,Unnamed Convenience Store,,08:00-20:00,14.6005625,121.0209484
node,7-Eleven,,24/7,14.5613901,120.9942414
node,7-Eleven,,24/7,14.5736925,120.9924481
node,Aggie's Store,,Mo-Su 06:00-22:00,14.7278763,121.0294604
node,All Day,,,14.6382105,121.0741443
node,Uncle John's,,06:00-00:00,14.6220466,121.0247741
node,Ultra Mega Value Store,,,14.6069197,120.967475
node,Lawson,,,14.6162501,121.0531747
node,Lawson,,24/7,14.6025513,121.0101536
node,7-Eleven,,24/7,14.6154861,120.9926591
node,Unnamed Convenience Store,,08:00-20:00,14.5877254,121.013575
node,Unnamed Convenience Store,,08:00-20:00,14.5873662,121.0136285
node,Mando's Sari-sari Store,,,14.587653,121.0135199
node,Unnamed Convenience Store,,08:00-20:00,14.5877851,121.0132606
node,Malabanan's Sari-sari Store,,,14.5872037,121.0135853
node,Uncle John's,,06:00-00:00,14.6118326,120.9883353
node,7-Eleven,,24/7,14.6173386,120.9871258
node,Caltex convenience store,,,14.6243232,121.0379497
node,62 Fire Station,,,14.6038854,121.0860861
node,Multipurpose Cooperative,,,14.6075044,121.0835131
node,,camera,,14.6077431,121.0833368
node,,camera,,14.6072441,121.0835447
node,Sally's Sari Sari Store,,,14.5777426,121.0124217
node,White Store,,,14.5782069,121.0129268
node,Adele's Sari Sari Store,,,14.5780758,121.0128604
node,Bebe's Sari Sari Store,,,14.5783765,121.0116537
node,Ellyn's Mini Store,,,14.5789674,121.0125626
node,HNDEDSM Sari Sari Store,,,14.5786476,121.0132327
node,Remedios Police Community Precinct,,,14.5701369,120.9868338
node,Uncle John's,,06:00-00:00,14.6169957,120.9854124
node,7-Eleven,,24/7,14.6166971,120.9800954
node,Uncle John's,,06:00-00:00,14.6111067,120.9871135
node,7-Eleven,,24/7,14.6130909,120.9918834
node,7-Eleven,,24/7,14.6111183,120.9875744
node,Kaingin 2 Satellite Barangay Office,,,14.6528122,121.0816359
node,7-Eleven,,24/7,14.5905333,120.9837588
node,Assad Mini Mmart,,Mo-Sa 08:00-21:00; Su 08:00-22:00,14.5847535,120.9919964
node,Mightee Mart,,,14.6155588,120.9946039
node,,camera,,14.6374758,121.0106006
node,7-Eleven,,24/7,14.6191773,121.0547553
node,Unnamed Convenience Store,,08:00-20:00,14.6952089,121.0865302
node,Czelo & Tintin Grocery,,,14.6952714,121.086631
node,SMP Grocery,,,14.6999622,121.0876842
node,Shopmore Drugstore & Grocery,,,14.6998246,121.0882388
node,Ho-Land,,Mo-Su 08:00-20:00,14.611554,121.0352525
node,Robinsons EasyMart,,,14.6368542,121.061375
node,Elsa Store,,,14.695425,121.0886182
node,Unnamed Convenience Store,,08:00-20:00,14.6961135,121.0887485
node,Unnamed Convenience Store,,08:00-20:00,14.6956794,121.0891621
node,Lita's Store,,,14.6967937,121.0898768
node,Abuan Store,,,14.6967935,121.08975
node,Tiya'y Store,,,14.6968304,121.0908756
node,Marketplace,,,14.6100723,121.0785624
node,Unnamed Convenience Store,,08:00-20:00,14.6402877,121.0487916
node,Unnamed Convenience Store,,08:00-20:00,14.5962934,120.982765
node,7-Eleven,,24/7,14.5668646,120.9978269
node,7-Eleven,,24/7,14.5848125,120.973791
node,Coni Store,,,14.6635041,121.0172712
node,Super 8,,,14.6243091,120.9880092
node,7-Eleven,,24/7,14.5914491,121.0197136
node,7-Eleven,,24/7,14.5974064,121.0181427
node,7-Eleven,,24/7,14.5769223,120.989763
node,,camera,,14.5959628,121.0726237
node,Uncle John's,,06:00-00:00,14.6328786,121.0435586
node,7-Eleven,,24/7,14.5991172,120.9906195
node,7-Eleven,,24/7,14.6119443,121.006428
node,7-Eleven,,24/7,14.6079109,120.9914714
node,7-Eleven,,24/7,14.6062016,120.9897417
node,Bahay Pamahalaan ng Barangay Barangay 887,,24/7,14.5826691,121.0167701
node,Javier's,,,14.7026193,121.1015247
node,Uncle John's,,24/7,14.5905002,120.9838794
node,Barangay 764 Zone 85 Multi-purpose Hall,,,14.5683443,121.0029928
node,Eunel's Store,,,14.6880604,121.0855271
node,Unnamed Convenience Store,,08:00-20:00,14.6845298,121.1085787
node,Uncle John's,,06:00-00:00,14.56349,120.9956516
node,Susan Store,,,14.6309598,121.0420197
node,7-Eleven,,24/7,14.6995409,121.0657453
node,7-Eleven,,24/7,14.660545,121.0447107
node,Uncle John's,,06:00-00:00,14.6154763,120.9988886
node,Fortunes Mart,,,14.5629655,120.9961008
node,7-Eleven,,24/7,14.6066915,120.9699167
node,Sandugo,,,14.6208092,121.0513669
node,7-Eleven,,24/7,14.5734875,120.9833541
node,7-Eleven,,24/7,14.5967236,120.9738241
node,7-Eleven,,24/7,14.5766164,120.9796944
node,Erika Store,,,14.7250986,121.0454405
node,Paguigan Store,,,14.7044391,121.1015317
node,Jeannette store & canteen,,,14.6772062,121.0531493
node,Dali,,07:00-22:00,14.6301288,121.0433669
node,All Day,,24/7,14.6940974,121.0535492
node,Uncle John's,,24/7,14.5766175,120.9898001
node,7-Eleven,,24/7,14.6034596,120.9684595
node,Nancy Store,,,14.7001765,121.0832066
node,Korea Mart,,,14.6827061,121.079307
node,Crystal Rice Center,,,14.6822715,121.0794988
node,Uncle John's,,06:00-00:00,14.6567505,121.0262069
node,Mini Puregold,,,14.5985465,121.0049053
node,Unnamed Convenience Store,,08:00-20:00,14.599154,121.0161261
node,Unnamed Convenience Store,,08:00-20:00,14.6187408,120.9937559
node,Bornes,,,14.6190058,120.9943274
node,Unnamed Convenience Store,,08:00-20:00,14.6205756,121.0481771
node,de guzman store,,,14.7320808,121.0418472
node,Intramuros Police Community Precinct,,,14.5873532,120.9788247
node,Margaux Store,,,14.6967006,121.0920125
node,7-Eleven,,24/7,14.6737653,121.0486713
node,Ayen Store,,,14.6354822,121.0625341
node,7-Eleven,,24/7,14.5735786,120.989525
node,Lenie Sari-sari Store,,,14.6867415,121.0518324
node,Barangay 782 Zone 85 District V Hall,,,14.5760517,121.0105918
node,7-Eleven,,24/7,14.5875031,121.0211695
node,Alfamart,,07:00-22:00,14.7358351,121.0642262
node,7-Eleven,,24/7,14.6020997,120.9926593
node,7-Eleven,,24/7,14.6034124,120.9929913
node,7-Eleven,,24/7,14.6040626,120.9948858
node,Unnamed Convenience Store,,08:00-20:00,14.608607,121.0828746
node,Unnamed Convenience Store,,08:00-20:00,14.6085548,121.0828587
node,Cueto's Store,,,14.6279803,121.0158448
node,Unnamed Convenience Store,,08:00-20:00,14.6379527,121.0157815
node,Unnamed Convenience Store,,08:00-20:00,14.638451,121.0156099
node,Super 8,,,14.6962205,121.0862054
node,Unnamed Convenience Store,,08:00-20:00,14.6031211,121.0015023
node,Unnamed Convenience Store,,08:00-20:00,14.6029586,121.0017264
node,Unnamed Convenience Store,,08:00-20:00,14.6031672,121.001639
node,7-Eleven,,24/7,14.6029828,120.9908848
node,Unnamed Convenience Store,,08:00-20:00,14.7345261,121.0484804
node,,camera,,14.6390375,121.0358828
node,Caguete store,,,14.6962197,121.0327622
node,Novaliches Fire Station,,,14.7212874,121.0354777
node,7-Eleven,,24/7,14.6391608,121.0298867
node,Treats,,,14.6549712,121.0534973
node,Mang Inasal,,,14.6295099,121.033969
node,Allan Blumentrit,,,14.6253259,120.9853857
node,Novaliches Bayan,,,14.7241746,121.0419555
node,7-Eleven,,24/7,14.6582448,121.0671783
node,Robinsons Easymart,,,14.6840246,121.1052448
node,7-Eleven,,24/7,14.6724488,121.0202709
node,Holy Spirit Barangay Fire Station,,,14.6842761,121.0767342
node,Unnamed Convenience Store,,08:00-20:00,14.6964364,121.0348132
node,7-Eleven,,24/7,14.6435601,121.0611605
node,Unnamed Convenience Store,,08:00-20:00,14.5931456,121.0027184
node,Ever,,,14.5899872,121.0061045
node,Unnamed Convenience Store,,08:00-20:00,14.5905588,121.0055788
node,Unnamed Convenience Store,,08:00-20:00,14.696609,121.0343667
node,SM Savemore,,Mo-Su 09:00-21:00,14.6394012,121.0325805
node,Uncle John's,,24/7,14.615255,121.054042
node,Ummason Mart: Korean Food & Grocery,,,14.635549,121.0278261
node,AllDay,,,14.6384732,121.0373338
node,Robinsons Supermarket,,,14.6181701,121.0565972
node,7-Eleven,,24/7,14.6388732,121.0331478
node,Super8 Supermarket,,,14.6206872,121.0510902
node,Unnamed Convenience Store,,08:00-20:00,14.7071953,121.0692903
node,Unnamed Convenience Store,,08:00-20:00,14.63459,121.0267746
node,Unnamed Convenience Store,,08:00-20:00,14.5869995,120.9773918
node,7-Eleven,,24/7,14.6310846,121.0463134
node,Barangay 297 Zone 29 Hall,,,14.6003646,120.9785606
node,7-Eleven,,24/7,14.611029,120.9803221
node,Bambang Police Community Precinct,,,14.6113969,120.9792915
node,Shell Shop,,,14.6452677,121.0038513
node,Baracom Central Fire & Rescue Volunteer,,,14.625949,120.9866384
node,Ever,,06:00-24:00,14.6684754,121.0084652
node,Unnamed Convenience Store,,08:00-20:00,14.6287689,121.0382069
node,Puregold Jr.,,,14.6377053,120.9965401
node,Treats,,,14.6131501,121.0075157
node,7-Eleven,,24/7,14.6183981,120.9890279
node,7-Eleven,,24/7,14.616737,120.9856684
node,Unnamed Convenience Store,,08:00-20:00,14.6222716,120.9887704
node,7-Eleven,,24/7,14.6080822,120.9787964
node,Unnamed Convenience Store,,08:00-20:00,14.6378346,120.9935454
node,Whartoner Supermarket,,,14.6078794,120.9781616
node,Lawson,,,14.5986244,120.9754105
node,7-Eleven,,24/7,14.5977645,120.9786529
node,Alfamart,,07:00-22:00,14.6053773,120.982178
node,Hua Lian Supermarket,,,14.6019077,120.9770538
node,Unnamed Convenience Store,,08:00-20:00,14.6015576,120.9779287
node,Mightee Mart,,24/7,14.610909,120.9828132
node,7-Eleven,,24/7,14.6022871,120.9817164
node,Puregold,,,14.6051227,120.9809404
node,7-Eleven,,24/7,14.5630411,120.9962704
node,Grapevine Store,,,14.6608983,121.037026
node,Barreda,,,14.662352,121.0747343
node,JJR Store,,,14.6157766,121.0173611
node,7-Eleven,,24/7,14.633332,121.0180984
node,7-Eleven,,24/7,14.6246164,121.0152018
node,Kemp Mart,,,14.6401696,121.0154467
node,7-Eleven,,24/7,14.6227558,120.9919217
node,7-Eleven,,24/7,14.5890294,120.9823264
node,Marites Sari-Sari store,,,14.6015357,121.000964
node,7-Eleven,,24/7,14.5848398,120.9913386
node,Talwar Indian Grocery,,,14.5846782,120.991861
node,Little India Simron Grocery,,,14.5846393,120.9917618
node,Jashmeet Indian Grocery,,,14.5846276,120.9917296
node,Juen 19 Store,,,14.7042383,121.053026
node,Unnamed Convenience Store,,08:00-20:00,14.7043814,121.0538291
node,Unnamed Convenience Store,,08:00-20:00,14.7040338,121.0525301
node,Unnamed Convenience Store,,08:00-20:00,14.7043655,121.0520329
node,Unnamed Convenience Store,,08:00-20:00,14.7042855,121.05227
node,Unnamed Convenience Store,,08:00-20:00,14.70508,121.0522411
node,Yuwi Store,,,14.7044561,121.0511676
node,Jacob Store,,,14.7043249,121.0514365
node,Unnamed Convenience Store,,08:00-20:00,14.7048957,121.0517556
node,Beergineer’s Store,,,14.7048882,121.0516167
node,Unnamed Convenience Store,,08:00-20:00,14.704954,121.0524479
node,Unnamed Convenience Store,,08:00-20:00,14.7046192,121.0530409
node,7-Eleven,,24/7,14.6147323,121.0016545
node,Uncle John's,,24/7,14.616862,121.0003533
node,Uncle John's,,24/7,14.7049398,121.0748634
node,Oscor Mart,,,14.7336985,121.0674879
node,Sari-Sari Store,,,14.7248451,121.0468496
node,Sari-Sari Store,,,14.7248218,121.0460061
node,7-Eleven,,24/7,14.6650862,121.0769377
node,,camera,,14.6577434,121.0198609
node,Robinsons Easymart,,,14.6434641,121.0170429
node,7-Eleven,,24/7,14.6092508,120.9929393
node,7-Eleven,,24/7,14.6185525,121.0014161
node,Unnamed Convenience Store,,08:00-20:00,14.7075577,121.0257744
node,Klong’s Store,,,14.7106636,121.0265865
node,Eunice Store,,,14.7091721,121.0262889
node,Xyna Store,,,14.7087003,121.0261728
node,7-Eleven,,24/7,14.7106145,121.0281541
node,Tasia Store,,,14.710591,121.0275992
node,Athiena Store,,,14.7076225,121.0282596
node,Unnamed Convenience Store,,08:00-20:00,14.707529,121.0257627
node,Unnamed Convenience Store,guard,08:00-20:00,14.561927,120.9906567
node,Uncle John's,,06:00-00:00,14.6661115,121.032304
node,7-Eleven,,24/7,14.6141507,121.0466994
node,Alfamart,,07:00-22:00,14.6160096,121.0505618
node,,camera,,14.6373597,121.0569354
node,Robinsons Easymart,,,14.628259,121.0386468
node,San Miguel Food Avenue,,,14.6246918,121.0332066
node,Inumart,,,14.6256585,121.0330805
node,,camera,,14.6187504,121.0357238
node,7-Eleven,,24/7,14.5927394,121.0039609
node,,camera,,14.5881105,121.0036733
node,,camera,,14.5858229,121.0044837
node,7-Eleven,,24/7,14.6249522,121.0569828
node,7-Eleven,,24/7,14.6135403,120.996758
node,7-Eleven,,24/7,14.6217346,121.0640035
node,Unnamed Convenience Store,,08:00-20:00,14.6971862,121.0221653
node,Uncle John's,,06:00-00:00,14.6883183,121.0303605
node,Puregold,,,14.6788583,121.0196721
node,Mightee Mart,,,14.6806257,121.0190288
node,Dae Han Korean Grocery,,,14.6810144,121.019463
node,Ever Supermarket,,,14.7153426,121.0405552
node,Select,,,14.6114282,121.0711577
node,7-Eleven,,24/7,14.6614401,120.9994637
node,Merry Mart,,Mo-Su 07:00-21:00,14.6210725,121.0734844
node,Bonjour,,,14.6378963,121.0551457
node,,camera,,14.6095031,121.0767809
node,7-Eleven,,24/7,14.6637447,121.0766788
node,Shell Select,,,14.6726387,121.0636322
node,Shell Select,,,14.6736714,121.0528578
node,Delpan Police Community Precinct,,,14.5998948,120.9645226
node,Robinsons Supermarket,,,14.7222121,121.0409863
node,Unnamed Convenience Store,,08:00-20:00,14.6344798,121.0349866
node,,camera,,14.6437995,121.0168438
node,Paraiso Barangay Hall,,,14.6352388,121.0182559
node,7-Eleven,,24/7,14.6399776,121.0165675
node,7-Eleven,,24/7,14.628005,121.063496
node,7-Eleven,,24/7,14.6265981,121.0609593
node,7-Eleven,,24/7,14.6028032,120.9854579
node,7-Eleven,,24/7,14.722135,121.0419103
node,Robinsons Easymart,,,14.7233016,121.0418688
node,7-Eleven,,24/7,14.7243055,121.0389934
node,Puregold Susano,,,14.7235363,121.0389725
node,Shell Select,,,14.7313141,121.036098
node,EasyDay,,,14.734722,121.0340944
node,Bonjour,,,14.7339453,121.0527275
node,Oppa Mart,,,14.7340782,121.0544005
node,7-Eleven,,24/7,14.7337126,121.0523135
node,Unnamed Convenience Store,,08:00-20:00,14.6156573,120.9906969
node,Shell Select,,,14.6097034,120.9857322
node,Uncle John's,,24/7,14.6064538,120.9895456
node,Lolo Daddy's,,,14.6349269,121.0706696
node,7-Eleven,,24/7,14.6570068,121.0223812
node,Uncle John's,,06:00-00:00,14.6571346,121.021885
node,Uncle John's,,24/7,14.6014853,120.9934663
node,Unnamed Convenience Store,,08:00-20:00,14.6308599,120.9803793
node,Unnamed Convenience Store,,08:00-20:00,14.6276537,120.9831689
node,Lico Community Police Assistance Center,,,14.6244764,120.9828387
node,7-Eleven,,24/7,14.6243528,120.9827539
node,7-Eleven,,24/7,14.6167214,120.9828139
node,Unnamed Convenience Store,,08:00-20:00,14.6158565,120.9827851
node,Shell Select,,,14.6349128,120.9928297
node,Jho-Nes,,,14.5763936,121.011651
node,7-Eleven,,24/7,14.5752472,121.0118567
node,7-Eleven,,24/7,14.5765896,121.0112916
node,7-Eleven,,24/7,14.6262963,120.991806
node,Unnamed Convenience Store,,08:00-20:00,14.6209921,120.998653
node,2075 Store,,,14.6186414,120.9958474
node,Mightee Mart,,24/7,14.617271,120.9943571
node,Margesan,,,14.6176694,120.9947551
node,Shell Select,,,14.6621945,121.0444055
node,Giyummy Meats,,,14.7215405,121.039444
node,7-Eleven,,24/7,14.668475,121.0336896
node,7-Eleven,,24/7,14.6966472,121.032294
node,Unnamed Convenience Store,,08:00-20:00,14.6573415,121.0451156
node,7-Eleven,,24/7,14.7358662,121.0593064
node,Galas Police Station Ⅱ,,,14.6189133,121.0155285
node,Uncle John's,,06:00-00:00,14.6412771,121.0367245
node,7-Eleven,,24/7,14.6788018,121.025331
node,Metro Supermarket,,"PH,Mo-Su 10:00-21:00",14.6028421,120.9737085
node,Alfamart,,07:00-22:00,14.706397,121.0593241
node,7-11,,,14.7093826,121.0567806
node,Alfamart,,07:00-22:00,14.7090927,121.0629842
node,Jia's Korean Supermarket,,,14.7090599,121.0629969
node,Fruit Nation,,,14.726176,121.0577011
node,Shin Korean Mart,,Mo-Su 08:00-22:00,14.7261471,121.0576817
node,7-Eleven,,24/7,14.7270335,121.0575268
node,Alfamart,,24/7,14.7398655,121.0438353
node,Neigborhood Wholesale,,,14.5795206,121.0053139
node,Alfamart,,07:00-22:00,14.6682636,121.0198273
node,Barangay 602 Hall,,,14.5958842,121.0251618
node,Jia's Samgyup Store,,,14.7377673,121.0472308
node,Mightee Mart,,,14.7341124,121.0480312
node,Elizabeth Store,,,14.7356331,121.0477475
node,Norma Store,,,14.6188037,120.9757751
node,,camera,,14.591799,120.961192
node,Isiah,,,14.5911468,120.9612127
node,Bonjour x Soo Coffee,,,14.665603,121.042994
node,Mightee Mart,,,14.6174086,120.998824
node,Puregold Extra,,,14.6785337,121.0270425
node,7-Eleven,,24/7,14.583514,120.9959259
node,SM Supermarket,,,14.7079764,121.0384027
node,Treats,,,14.6232008,121.0454844
node,Michele Store,,,14.6222658,121.0469677
node,Norma Store,,,14.6215774,121.0478253
node,Rosie Sari-Sari Store,,,14.62152,121.0479346
node,Good Luck Mini Hardware & Sari-Sari Store,,,14.6218862,121.0496908
node,Boss Jun Store,,,14.6244465,121.036438
node,GM Store,,,14.6197801,121.0456728
node,Violy's Bakery & Sari-Sari Store,,,14.6195186,121.0441339
node,All Day,,,14.6162893,121.0391477
node,Unnamed Convenience Store,,08:00-20:00,14.6168668,121.0392965
node,7-Eleven,,24/7,14.6137049,121.0349728
node,CBC Certifié Beautie Centre,,,14.7079022,121.0572657
node,Arden-Diane Trading,,,14.6622232,120.999736
node,Juselle Store,,,14.6622595,120.999746
node,CCC Store,,,14.6649192,121.0047866
node,Talipapa Police Station,,,14.6681018,121.0087086
node,Weng Store,,,14.6698591,121.0100611
node,Gio's Corner,,,14.7194454,121.0228989
node,Alfamart,,07:00-22:00,14.71928,121.0227735
node,7-Eleven,,24/7,14.7192521,121.0231114
node,Joy Eatery & Store,,,14.7214974,121.0305203
node,7-Eleven,,24/7,14.7220266,121.0360525
node,Shell Select,,,14.721716,121.0351659
node,Task Force Disiplina Comlaint and Action Post,,,14.7218139,121.0404754
node,Josie Store,,,14.7292278,121.0427593
node,Mightee Mart,,24/7,14.7040787,121.0487597
node,Unnamed Convenience Store,,08:00-20:00,14.7043516,121.0505467
node,Unnamed Convenience Store,,08:00-20:00,14.7043357,121.0504609
node,Alvareyes Store,,,14.7042949,121.049776
node,Solomon School Supplies,,,14.7043065,121.0495533
node,Unnamed Convenience Store,,08:00-20:00,14.7043598,121.0485005
node,Emy Sari-Sari Store,,,14.7043051,121.0501145
node,Gosson Store,,,14.6786299,121.0281942
node,Rose Store,,,14.6794362,121.0238785
node,Heart's Store,,,14.6768824,121.033386
node,Unnamed Convenience Store,,08:00-20:00,14.6769369,121.032988
node,7-Eleven,,24/7,14.6766326,121.0349098
node,Shanzay Store,,,14.6766317,121.0367518
node,DNB Store,,,14.6768266,121.0408173
node,7-Eleven,,24/7,14.6147334,120.9978878
node,7-Eleven,,24/7,14.6102146,120.9925984
node,Norimart,,,14.6731486,121.0256146
node,7-Eleven,,24/7,14.6755336,121.0455095
node,Kapalaran Expresslane Minimart,,,14.6818187,121.0741062
node,Daegu Korean Supermarket,,,14.6446897,121.027334
node,Unnamed Convenience Store,,08:00-20:00,14.7043168,121.0513903
node,Unnamed Convenience Store,,08:00-20:00,14.7045607,121.0512769
node,Kawai,,,14.6943089,121.0465465
node,Elisha,,,14.6944879,121.0466726
node,Ezra Ryker,,,14.6159091,121.0593407
node,Unnamed Convenience Store,,08:00-20:00,14.7049909,121.0546488
node,Unnamed Convenience Store,,08:00-20:00,14.7047768,121.054986
node,Double T Sari-Sari Store,,,14.7047843,121.055868
node,Cedie Store,,,14.7048071,121.0557793
node,3J Store,,,14.7049597,121.0569928
node,Unnamed Convenience Store,,08:00-20:00,14.59245,121.0051055
node,Marie Store,,,14.6692603,121.0148817
node,7-Eleven,,24/7,14.6549046,121.0296636
node,7-Eleven,,24/7,14.6559228,121.0273593
node,Savemore Market,,09:00-21:00,14.6551765,121.0295829
node,Lawson,,24/7,14.6543791,121.0295746
node,Uncle John's,,06:00-00:00,14.6092206,121.0476214
node,Treats,,,14.6166144,121.0439736
node,Parola Police Community Precinct,,,14.5984244,120.9604651
node,7-Eleven,,24/7,14.5745395,120.9825826
node,Syrian Minimart,,,14.5746038,120.9827985
node,Unnamed Convenience Store,,08:00-20:00,14.5924602,121.0113714
node,Unnamed Convenience Store,,08:00-20:00,14.5924142,121.0113023
node,Unnamed Convenience Store,,08:00-20:00,14.592263,121.0113345
node,Unnamed Convenience Store,,08:00-20:00,14.5922759,121.0113996
node,,camera,,14.5917375,120.9545511
node,Treats,,,14.5970838,121.0188594
node,7-Eleven,,24/7,14.5839339,120.9986302
node,Neighborhood Wholesale,,,14.5838943,120.9984807
node,Bulwagang Pambarangay ng 831,,,14.5879872,120.9974259
node,Neigborhood Wholesale,,,14.572176,120.9978551
node,Bulwagang Pambarangay ng 742,,,14.5745084,120.9954599
node,Shell Shop,,,14.5740846,120.9950703
node,Mightee Mart,,24/7,14.5791748,121.0055468
node,7-Eleven,,24/7,14.6092504,120.9663519
node,Uncle John's,,24/7,14.699229,121.06749
node,,camera,,14.5957925,121.079747
node,7-Eleven,,24/7,14.6354633,121.0356593
node,7-Eleven,,24/7,14.7256584,121.0254161
node,7-Eleven,,24/7,14.6011409,120.9705718
